id,alpha,delta,magnitude,diameter,axisRatio,posAngle,Common name,PGC,PGC2,Messier
NGC6433,265.984174,36.800051,14.10,1.72,4.55,160,,PGC60766,,
NGC6429,266.022323,25.350725,14.30,0.86,1.72,35,,PGC60770,,
NGC6471,266.053333,+67.592500,15.00,0.98,3.55,,,,,
NGC6472,266.013171,67.630277,15.00,0.30,1.25,15,,PGC2703230,,
NGC6470,266.062085,67.619387,15.20,0.48,2.00,170,,PGC60778,,
NGC6477,266.125011,67.610643,,0.31,2.17,125,,PGC2702901,,
NGC6416,266.014000,-32.344000,5.70,18.00,,,,,,
NGC6443,266.140972,48.114009,14.80,0.84,1.85,120,,PGC60783,,
NGC6462,266.203589,61.910595,14.70,0.38,1.09,145,,PGC60790,,
NGC6426,266.227958,3.170139,11.20,3.20,,,,,,
NGC6454,266.235863,55.704767,13.50,0.75,1.35,0,,PGC60795,,
NGC6407,266.240267,-60.739800,12.88,1.34,1.16,60,,PGC60796,,
NGC6430,266.309417,18.138872,14.80,0.75,2.17,95,,PGC60805,,
IC4663,266.369290,-44.904996,13.00,0.20,1.01,-89,,,,
NGC6459,266.446619,55.776741,15.30,0.57,2.17,80,,PGC60817,,
NGC6464,266.448009,60.897448,15.30,0.43,1.14,0,,PGC60818,,
IC4666,266.452500,55.761944,16.00,0.60,,,,,,
NGC6446,266.531248,35.569352,15.50,0.47,1.56,30,,PGC60825,,
NGC6447,266.571677,35.571996,13.80,0.67,1.35,140,,PGC60829,,
IC4665,266.554000,5.615000,4.20,41.00,,,,,,
NGC6442,266.713949,20.761174,14.50,0.76,1.14,145,,PGC60844,,
NGC6425,266.733000,-31.507000,7.20,8.00,,,,,,
NGC6473,266.773189,57.301176,15.00,0.60,1.67,70,,PGC60850,,
IC4669,266.804019,61.434255,,0.43,1.92,100,,PGC60856,,
NGC6452,266.993453,20.837888,15.30,0.37,1.28,15,,PGC60876,,
NGC6466,267.033663,51.399200,15.00,0.54,1.61,115,,PGC60883,,
NGC6439,267.082583,-16.479006,12.20,0.10,,,,,,
NGC6479,267.089952,54.149024,14.50,0.63,1.09,175,,PGC60890,,
NGC6478,267.159758,51.157279,14.10,1.16,2.38,35,,PGC60896,,
NGC6440,267.219458,-20.359583,10.10,5.40,,,,,,
IC4664,267.244243,-63.254565,13.57,0.96,1.78,105,,PGC60907,,
NGC6458,267.295840,20.804337,14.90,0.53,1.16,130,,PGC60911,,
NGC6445,267.312618,-20.009489,18.90,0.60,,,Little Gem,,,
NGC6488,267.337398,62.222887,14.60,0.49,1.06,60,,PGC60918,,
NGC6503,267.360087,70.144334,10.28,6.76,3.02,123,,PGC60921,,
NGC6460,267.376380,20.763717,14.40,0.81,1.92,160,,PGC60925,,
NGC6444,267.408000,-34.816000,,12.00,,,,,,
NGC6508,267.443375,72.021122,14.00,0.75,1.19,35,,PGC60938,,
NGC6491,267.502807,61.531850,14.50,0.60,1.56,45,,PGC60949,PGC60948,
NGC6489,267.505435,60.092222,15.20,0.40,1.16,20,,PGC60928,,
NGC6441,267.554417,-37.051444,7.40,7.80,,,,,,
NGC6493,267.594451,61.559388,15.50,0.23,1.11,10,,PGC60961,,
NGC6468,267.667387,17.537869,14.50,0.72,1.56,70,,PGC60972,,
NGC6467,267.667387,17.537869,14.50,0.72,1.56,70,,PGC60972,,
NGC6451,267.675000,-30.206000,8.20,8.00,,,,,,
NGC6453,267.715708,-34.598639,10.49,3.50,,,,,,
IC4661,267.761321,-74.032378,13.48,0.69,1.16,115,,PGC60990,,
NGC6505,267.780854,65.530778,15.40,0.63,1.19,125,,PGC60995,,
NGC6497,267.824887,59.470870,14.30,1.02,2.00,105,,PGC60999,,
IC4662,266.788300,-64.638681,11.10,1.18,1.04,75,,PGC60851,PGC60849,
NGC6484,267.945813,24.483576,13.50,0.85,1.39,60,,PGC61008,,
NGC6482,267.953475,23.071914,11.45,1.50,1.56,65,,PGC61009,,
NGC6485,267.969731,31.461847,14.20,0.58,1.14,15,,PGC61013,,
IC1269,268.024551,21.569084,13.22,0.78,1.28,175,,PGC61023,,
NGC6486,268.147149,29.818055,15.00,0.46,1.06,70,,PGC61033,,
NGC6487,268.174313,29.838622,14.00,0.98,1.02,165,,PGC61039,,
NGC6469,268.277000,-22.300000,8.20,12.00,,,,,,
NGC6475,268.447000,-34.841000,3.30,80.00,,,,,,M7
NGC6538,268.569266,73.423733,14.10,0.53,1.73,55,,PGC61072,,
NGC6490,268.626982,18.375802,14.70,0.80,1.43,110,,PGC61079,,
NGC6512,268.709825,62.645018,14.80,0.66,1.32,35,,PGC61089,,
NGC6495,268.711565,18.326853,13.80,0.76,1.06,65,,PGC61091,,
IC4670,268.779296,-21.744456,13.28,5.00,1.05,6,,,,
NGC6516,268.819875,62.669856,15.70,0.58,2.64,140,,PGC61109,,
NGC6521,268.951798,62.612258,14.30,1.05,1.35,160,,PGC61121,,
NGC6500,268.999092,18.338241,12.54,1.03,1.35,40,,PGC61123,,
NGC6501,269.015578,18.373037,13.40,1.00,1.22,25,,PGC61128,,
NGC6504,269.023833,33.208463,13.40,1.95,5.01,95,,PGC61129,,
NGC6534,269.035700,64.283752,15.50,0.33,1.22,125,,PGC61126,,
NGC6494,269.237000,-18.987000,5.50,27.00,,,,,,M23
NGC6536,269.318233,64.938112,14.30,0.68,1.32,100,,PGC61166,,
NGC6515,269.354973,50.728120,14.30,0.86,1.35,20,,PGC61167,,
IC4677,269.565833,66.633056,15.00,1.00,1.55,,,,,
NGC6543,269.639183,66.632986,11.28,5.80,1.16,10,,,,
NGC6496,269.765333,-44.265944,9.96,6.90,,,,,,
NGC6532,269.808046,56.231747,15.00,0.65,2.00,120,,PGC61220,,
NGC6524,269.811351,45.887060,14.00,0.95,1.56,160,,PGC61221,,
NGC6509,269.855480,6.286907,13.40,1.14,1.51,100,,PGC61230,,
NGC6483,269.878319,-63.668791,13.22,0.98,1.28,115,,PGC61233,,
NGC6513,269.892890,24.887018,14.70,0.80,1.52,25,,PGC61235,,
NGC6542,269.910858,61.359444,14.00,0.88,3.12,95,,PGC61239,,
NGC6518,269.932291,28.866673,15.10,0.66,1.19,15,,PGC61238,,
NGC6507,269.952000,-17.418000,9.60,7.00,,,,,,
NGC6552,270.030216,66.615100,13.74,0.87,2.17,100,,PGC61252,,
NGC6527,270.443240,19.728904,14.90,0.75,1.11,140,,PGC61297,,
NGC6517,270.459900,-8.959553,11.08,4.30,1.11,55,,,,
NGC6514,270.675000,-22.971667,6.30,29.00,,,Trifid Nebula,,,M20
NGC6492,270.701633,-66.430596,12.90,1.57,1.85,80,,PGC61315,,
IC4676,270.720727,11.823182,15.60,0.31,1.66,70,,PGC61317,,
IC4673,270.826911,-27.106310,13.50,0.30,,,,,,
NGC6520,270.856000,-27.884000,7.60,6.00,,,,,,
NGC6522,270.892000,-30.033972,8.60,5.60,,,,,,
NGC6523,270.800000,-24.383333,5.80,90.00,,,Lagoon Nebula,,,
NGC6535,270.960458,-0.297639,9.85,3.60,,,,,,
NGC6526,270.650000,-23.583333,,40.00,,,,,,
NGC6502,271.057293,-65.409963,13.59,1.02,1.25,50,,PGC61352,,
NGC6531,271.036000,-22.505000,5.90,13.00,,,,,,M21
NGC6530,271.129167,-24.358333,4.60,15.00,,,,,,
NGC6528,271.206708,-30.055778,10.65,3.70,,,,,,
NGC6539,271.207250,-7.585861,9.60,6.90,,,,,,
IC1272,271.232292,25.129194,,,,,,,,
NGC6562,271.253916,56.263115,14.70,0.63,1.06,0,,PGC61376,,
IC1273,271.262085,+25.132500,,,,,,,,
NGC6547,271.291757,25.232625,14.30,1.14,2.63,130,,PGC61378,,
NGC6537,271.304600,-19.843022,13.58,0.20,1.39,120,,,,
NGC6560,271.308298,46.881621,14.20,0.65,1.56,80,,PGC61381,,
NGC6549,271.456243,18.538025,14.80,1.06,3.13,50,,PGC61399,,
NGC6550,271.496850,18.587293,13.10,1.46,1.16,60,,PGC61404,,
NGC6548,271.496850,18.587293,13.10,1.46,1.16,60,,PGC61404,,
NGC6540,271.535833,-27.765278,15.00,1.00,,,,,,
NGC6566,271.752712,52.260187,15.50,0.44,1.11,10,,PGC61418,,
NGC6544,271.835750,-24.997333,9.90,8.90,,,,,,
NGC6546,271.841667,-23.296667,8.00,13.00,,,,,,
NGC6555,271.954867,17.604897,12.70,1.05,1.28,125,,PGC61432,,
NGC6541,272.009833,-43.714889,6.60,13.10,,,,,,
IC4688,272.049477,11.712221,14.70,0.69,1.09,20,,PGC61441,,
IC4674,272.054442,-62.395519,14.92,0.44,1.56,70,,PGC61445,,
IC4691,272.189961,11.829268,15.50,0.64,1.28,145,,PGC61456,,
NGC6598,272.233429,69.067966,14.20,0.79,1.32,0,,PGC61462,,
IC4684,272.250000,-23.500000,,3.00,,,,,,
NGC6553,272.315333,-25.907750,9.08,8.10,,,,,,
IC4685,272.325000,-23.983333,,10.00,,,,,,
NGC6592,272.461303,61.421990,15.50,0.48,1.14,110,,PGC61477,,
IC1274,272.750000,-23.800000,,9.00,,,,,,
NGC6559,272.500000,-24.000000,,8.00,,,,,,
NGC6594,272.522906,61.133452,15.40,0.56,1.72,90,,PGC61482,,
IC1275,272.529167,-23.761667,,10.00,,,,,,
NGC6558,272.573333,-31.763889,,3.70,,,,,,
IC1277,272.613768,31.003255,15.00,0.39,1.11,35,,PGC61491,,
IC1276,272.684417,-7.207583,,7.10,,,,,,
NGC6571,272.705473,21.238561,15.40,0.52,1.04,175,,PGC61504,,
NGC6575,272.739453,31.116158,14.40,0.97,1.39,65,,PGC61506,,
NGC6582,272.757917,49.911944,14.80,0.81,,,,PGC61510,,
NGC6570,272.780396,14.093122,13.20,0.90,1.31,15,,PGC61512,,
NGC6597,272.806246,61.180625,15.70,0.45,1.43,90,,PGC61520,,
IC4679,272.852200,-56.254432,13.83,0.42,1.22,120,,PGC61522,,
NGC6601,272.934697,61.453257,15.60,0.49,1.52,40,,PGC61533,,
NGC6576,272.950014,21.428296,15.50,0.46,1.04,35,,PGC61530,,
NGC6574,272.963527,14.981874,12.50,1.16,1.43,165,,PGC61536,,
NGC6565,272.968691,-28.178450,12.20,0.20,,,,,,
NGC6577,273.005104,21.463467,14.70,0.78,1.11,5,,PGC61543,,
NGC6563,273.010417,-33.868611,10.00,0.80,,,,,,
NGC6572,273.026326,6.853619,10.80,0.10,1.47,20,,,,
NGC6607,273.061342,61.332817,15.00,0.29,1.16,20,,PGC61550,,
NGC6545,273.061674,-63.776168,14.19,0.67,1.09,170,,PGC61551,,
IC1280,273.076710,25.662340,15.40,0.52,1.04,125,,PGC61549,,
NGC6581,273.076710,25.662340,15.40,0.52,1.04,125,,PGC61549,,
NGC6585,273.090915,39.633044,13.60,1.42,4.17,50,,PGC61553,,
IC4697,273.112062,25.427047,15.10,0.88,2.27,0,,PGC61560,,
NGC6609,273.139970,61.331838,15.60,0.52,1.16,100,,PGC61559,,
NGC6608,273.120238,61.298089,16.00,0.67,5.56,45,,PGC61556,,
NGC6568,273.192000,-21.612000,8.60,13.00,,,,,,
NGC6621,273.230317,68.363472,13.60,1.80,4.99,140,,PGC61582,,
NGC6622,273.250875,68.353444,16.00,0.95,1.14,117,,PGC61579,,
IC4680,273.373482,-64.476676,13.91,1.11,2.50,75,,PGC61598,,
IC4686,273.411588,-57.732585,14.67,0.34,1.51,30,,PGC61601,,
NGC6586,273.410274,21.090280,14.60,0.85,1.85,105,,PGC61600,,
NGC6569,273.412000,-31.826444,9.47,5.80,,,,,,
IC4687,273.415954,-57.725347,14.30,0.76,1.92,45,,PGC61602,,
IC4689,273.418058,-57.748403,15.07,0.60,2.00,140,,PGC61604,,
NGC6567,273.438182,-19.076131,10.90,0.10,1.03,-35,,,,
IC4708,273.442640,61.157291,15.50,0.33,1.28,140,,PGC61605,,
NGC6587,273.462096,18.825339,14.30,0.95,1.19,15,,PGC61607,,
NGC6591,273.491667,21.043333,,0.54,2.57,54,,PGC61610,,
NGC6617,273.510649,61.319570,15.60,0.38,1.47,65,,PGC61613,,
NGC6593,273.514727,22.283798,15.30,0.75,1.43,175,,PGC61617,,
NGC6606,273.673325,43.268696,14.40,0.82,1.39,70,,PGC61633,,
IC4692,273.708129,-58.693764,14.31,0.91,2.38,175,,PGC61638,,
IC4694,273.863285,-58.208016,13.75,2.75,3.53,20,,PGC61647,,
NGC6599,273.929063,24.912424,12.82,0.95,1.25,65,,PGC61655,,
NGC6583,273.962000,-22.143000,10.00,3.00,,,,,,
IC1285,274.041660,+25.100833,,,,,,,,
NGC6612,274.045182,36.078486,15.60,0.46,1.25,75,,PGC61665,,
IC1286,274.059479,55.591031,14.80,0.89,3.12,85,,PGC61666,,
NGC6578,274.068821,-20.450742,13.00,0.20,1.05,-59,,,,
NGC6605,274.248217,-15.011105,6.00,,,,,,,
IC4682,274.106904,-71.581328,13.25,1.16,1.61,140,,PGC61669,,
NGC6602,274.142883,25.043941,14.60,0.79,1.35,175,,PGC61674,,
IC4701,274.250000,-16.800000,,60.00,,,,,,
IC4715,274.200000,-18.550000,,30.00,2.00,90,,,,M24
NGC6595,274.266660,-19.865000,7.00,11.00,,,,,,
NGC6590,274.275000,-19.865000,,4.00,,,,,,
IC1283,274.250000,-19.500000,,15.00,,,,,,
NGC6596,274.375000,-16.650000,,10.00,,,,,,
IC1284,274.425000,-19.666667,7.70,10.00,,,,,,
NGC6616,274.421071,22.238424,15.20,1.21,2.17,55,,PGC61693,,
NGC6604,274.512500,-12.241667,6.50,60.00,,,,,,
NGC6603,274.616000,-18.409000,11.10,5.00,,,,,,
IC4699,274.633521,-45.983815,12.71,0.20,,,,,,
NGC6615,274.639440,13.264999,14.80,0.92,1.25,170,,PGC61713,,
NGC6584,274.656667,-52.215778,8.17,7.90,,,,,,
NGC6611,274.688000,-13.792000,6.00,35.00,,,Eagle Nebula,,,M16
IC4703,274.688000,-13.792000,,5.05,,,Star Queen Nebula,,,M16
NGC6619,274.731386,23.655604,14.30,1.12,1.43,105,,PGC61721,,
NGC6623,274.928639,23.709451,14.40,1.05,1.16,0,,PGC61739,,
NGC6643,274.943208,74.568397,11.80,2.11,1.85,35,,PGC61742,,
NGC6613,274.989000,-17.089000,6.90,9.00,,,,,,M18
IC4696,275.074837,-64.734144,13.49,1.18,2.50,70,,PGC61750,,
NGC6618,275.195833,-16.171667,6.00,46.00,,,Omega Nebula,,,M17
NGC6557,275.352860,-76.583371,13.99,1.12,1.47,75,,PGC61770,,
NGC6636,275.511770,66.616631,14.20,1.27,4.54,10,,PGC61782,,
NGC6628,275.591291,23.478607,14.80,1.08,1.56,90,,PGC61790,,
NGC6627,275.662171,15.697981,14.50,0.76,1.35,70,,PGC61792,,
NGC6438,275.572581,-85.402012,11.61,1.91,1.67,100,,PGC61787,,
NGC6620,275.725758,-26.821442,13.30,0.10,,,,,,
NGC6625,275.697000,-11.955000,9.00,15.40,,,,,,
IC4702,275.765913,-59.238900,14.04,1.06,1.43,155,,PGC61810,,
NGC6624,275.918792,-30.361028,8.30,5.90,,,,,,
NGC6651,276.082416,71.602046,13.70,0.84,1.85,25,,PGC61836,,
NGC6626,276.137042,-24.869833,6.90,11.20,,,,,,M28
NGC6632,276.262924,27.535256,13.20,1.45,1.85,160,,PGC61849,,
NGC6614,276.280078,-63.248359,13.80,0.93,1.22,80,,PGC61852,,
NGC6650,276.366704,68.005884,14.80,0.61,1.14,45,,PGC61857,,
NGC6629,276.426892,-23.202931,9.90,0.30,1.14,5,,,,
NGC6631,276.790000,-12.029000,11.70,5.00,,,,,,
NGC6633,276.845000,6.615000,4.60,27.00,,,,,,
NGC6635,276.904696,14.819033,14.50,0.89,1.11,10,,PGC61900,,
IC4704,276.973303,-71.609956,12.61,1.23,1.14,170,,PGC61906,,
NGC6640,277.034587,34.302651,14.20,0.77,1.52,155,,PGC61913,,
IC4705,277.043018,-71.693964,14.31,0.94,1.56,55,,PGC61914,,
IC4710,277.158204,-66.982278,12.53,3.39,1.23,153,,PGC61922,,
NGC6641,277.238999,22.903064,14.30,0.77,1.39,105,,PGC61935,,
IC1288,277.343563,39.713365,14.30,0.85,1.85,0,,PGC61941,,
NGC6646,277.411332,39.865165,13.70,1.26,1.19,65,,PGC61944,,
IC4713,277.497191,-67.224426,14.04,0.72,1.39,100,,PGC61956,,
NGC6667,277.665896,67.987053,13.70,1.34,2.00,100,,PGC61972,,
IC4714,277.732179,-66.651717,15.13,0.72,4.16,175,,PGC61976,,
NGC6638,277.734375,-25.496417,9.68,5.00,,,,,,
NGC6639,277.745833,-13.155000,,6.00,,,,,,
IC4712,277.778587,-71.693712,13.41,1.35,1.92,55,,PGC61981,,
NGC6637,277.846250,-32.348083,7.70,7.10,,,,,,M69
IC1287,278.000000,-10.800000,6.10,44.00,,,,,,
IC4725,277.937000,-19.114000,4.60,32.00,,,,,,M25
NGC6642,277.975958,-23.476139,10.24,4.50,,,,,,
IC4762,278.118750,+67.857778,,,,,,,,
NGC6630,278.146431,-63.293355,13.97,0.60,1.56,120,,PGC62008,,
NGC6644,278.144595,-25.128933,12.00,0.10,1.00,83,,,,
NGC6645,278.158000,-16.918000,8.50,10.00,,,,,,
NGC6647,277.868000,-17.340000,8.00,3.60,,,,,,
NGC6657,278.256017,34.060484,14.20,0.78,1.51,135,,PGC62019,,
NGC6676,278.291209,66.959202,15.30,1.00,4.16,140,,PGC62021,,
IC4719,278.298006,-56.732383,13.98,0.82,1.47,125,,PGC62022,,
IC4717,278.321724,-57.975671,13.43,1.34,3.85,90,,PGC62024,,
NGC6649,278.359000,-10.399000,8.90,6.00,,,,,,
NGC6679,278.377246,67.137297,13.60,0.39,1.32,85,,PGC62026,,
IC4720,278.385400,-58.405360,13.63,2.95,3.01,158,,PGC62030,,
NGC6663,278.390275,40.048924,14.80,0.56,1.19,90,,PGC62032,,
NGC6677,278.400607,67.110619,13.90,0.80,2.38,105,,PGC62035,,
NGC6670,278.397500,59.888806,15.00,0.69,2.14,112,,,,
NGC6672,278.434452,42.800979,14.90,0.28,1.39,155,,PGC62044,,
IC4718,278.459200,-60.129177,13.14,0.77,2.08,110,,PGC62048,,
IC1291,278.469054,49.278572,14.20,0.42,1.67,120,,PGC62049,,
IC4732,278.477642,-22.644829,12.50,0.10,1.07,44,,,,
NGC6658,278.481803,22.888260,15.00,1.25,4.17,5,,PGC62052,,
NGC6662,278.546553,32.064567,14.90,0.94,2.17,10,,PGC62059,,
IC4721,278.602783,-58.496573,11.63,5.62,3.56,149,,PGC62066,,
NGC6665,278.625000,30.720536,14.60,0.74,1.67,30,,PGC62065,,
IC4722,278.631284,-57.792759,13.66,1.15,1.92,40,,PGC62071,,
NGC6661,278.652761,22.909658,14.10,1.50,1.43,145,,PGC62072,,
NGC6690,278.709350,70.523889,12.60,1.47,2.94,170,,PGC62077,,
NGC6689,278.709350,70.523889,12.60,1.47,2.94,170,,PGC62077,,
NGC6652,278.940125,-32.990722,8.90,3.50,,,,,,
IC4723,278.984539,-63.376808,14.69,0.46,1.02,75,,PGC62099,,
NGC6656,279.099750,-23.904750,5.10,24.00,,,,,,M22
NGC6664,279.125000,-8.194000,7.80,16.00,,,,,,
NGC6687,279.342162,59.643014,14.90,0.58,1.16,55,,PGC62144,,
NGC6671,279.359022,26.417226,13.80,0.98,1.22,5,,PGC62148,,
NGC6675,279.360321,40.057708,13.30,1.12,1.35,130,,PGC62149,,
NGC6669,279.477996,22.075722,16.00,0.60,1.47,75,,PGC62160,,
IC4727,279.483340,-62.700693,14.06,0.89,1.09,130,,PGC62165,,
IC4728,279.487358,-62.530933,14.25,1.65,2.50,175,,PGC62166,,
IC4734,279.607019,-57.490300,14.21,0.69,1.31,110,,PGC62175,,
NGC6674,279.641204,25.375108,13.70,1.63,1.72,140,,PGC62178,,
IC4736,279.665954,-57.893253,14.60,0.42,1.25,80,,PGC62181,,
IC4731,279.678983,-62.943081,13.84,1.17,1.92,80,,PGC62187,,
IC4730,279.709038,-63.349911,14.46,0.90,2.27,155,,PGC62192,,
IC4756,279.649000,5.435000,5.00,52.00,,,,,,
NGC6691,279.801008,55.641771,14.10,0.86,1.16,65,,PGC62202,,
NGC6654,276.031738,73.183242,12.70,1.57,1.22,175,,PGC61833,,
NGC6680,279.933214,22.316296,15.40,0.64,1.52,65,,PGC62210,,
IC4772,279.985393,40.026402,15.00,0.37,1.04,0,,PGC62217,,
IC4729,279.985299,-67.425719,13.59,0.95,1.25,50,,PGC62218,,
NGC6696,280.021055,59.333961,16.00,0.64,3.57,0,,PGC62215,,
NGC6686,280.029208,40.137618,14.90,0.58,1.22,0,,PGC62224,,
NGC6688,280.167287,36.289636,13.90,1.22,1.14,85,,PGC62242,,
NGC6692,280.424186,34.843911,14.30,0.71,1.39,105,,PGC62268,,
IC4768,280.437495,-5.523333,,,,,,,,
IC4742,280.469157,-63.862042,13.09,1.73,1.61,0,,PGC62270,,
NGC6683,280.554000,-6.200000,9.40,11.00,,,,,,
IC4745,280.649799,-64.942928,13.89,1.37,2.50,0,,PGC62292,,
NGC6695,280.678112,40.366998,13.49,0.88,2.17,20,,PGC62296,,
IC4740,280.752144,-68.359997,15.29,0.43,1.25,25,,PGC62306,,
NGC6701,280.801787,60.653369,12.90,1.07,1.72,130,,PGC62314,,
NGC6681,280.803167,-32.292111,8.10,7.80,,,,,,M70
IC4761,280.981591,-52.853017,13.93,0.55,1.04,5,,PGC62326,,
IC4757,280.982152,-57.167685,14.57,0.97,2.38,60,,PGC62327,,
IC4754,281.001067,-61.990208,14.37,0.82,1.16,45,,PGC62331,PGC62321,
NGC6653,281.160165,-73.263339,13.47,1.02,1.19,55,,PGC62342,,
NGC6673,281.276327,-62.297214,12.69,1.68,1.85,25,,PGC62351,,
NGC6697,281.312422,25.512605,14.50,0.92,1.35,65,,PGC62354,,
NGC6694,281.317000,-9.386000,8.87,15.00,,,,,,M26
IC4759,281.426667,-63.086389,15.41,0.91,1.62,160,,PGC62367,,
IC4776,281.461271,-33.342811,10.62,0.10,,,,,,
NGC6700,281.518371,32.279597,14.20,1.07,1.47,110,,PGC62376,,
NGC6702,281.739931,45.705640,13.05,1.13,1.32,65,,PGC62395,,
IC4765,281.825625,-63.331150,11.36,1.78,1.61,120,,PGC62407,,
NGC6703,281.828403,45.550632,11.34,1.41,1.02,60,,PGC62409,,
IC4767,281.923638,-63.405637,12.96,1.14,3.12,30,,PGC62427,,
IC4769,281.933545,-63.156960,14.09,0.78,2.08,155,,PGC62428,,
IC4774,282.044001,-57.935708,14.50,0.63,1.35,80,,PGC62438,,
IC4775,282.109558,-57.183731,14.73,0.68,3.33,15,,PGC62447,,
NGC6711,282.253738,47.658064,13.27,0.81,1.31,110,,PGC62456,,
IC4778,282.501433,-61.719544,14.15,0.74,1.35,35,,PGC62472,,
NGC6710,282.642253,26.838408,14.60,1.00,1.72,40,,PGC62482,,
NGC6713,282.685514,33.959675,14.20,0.46,1.43,125,,PGC62487,,
NGC6704,282.687000,-5.203000,9.20,6.00,,,,,,
IC4782,282.728976,-55.491036,14.73,0.32,2.50,100,,PGC62495,,
NGC6705,282.766000,-6.272000,5.80,14.00,,,Wild Duck Cluster,,,M11
NGC6709,282.836000,10.334000,6.70,13.00,,,,,,
IC4773,282.836580,-69.925810,14.25,1.45,1.96,137,,PGC62498,,
NGC6699,283.008508,-57.320707,12.00,1.13,1.04,20,,PGC62512,,
NGC6684,282.241150,-65.173423,10.45,2.28,1.28,40,,PGC62453,,
IC4785,283.230129,-59.255387,13.10,1.32,2.08,125,,PGC62528,,
NGC6712,283.268000,-8.705972,8.20,7.20,,,,,,
IC1296,283.328400,33.066637,15.40,0.49,2.17,40,,PGC62532,,
NGC6720,283.396237,33.029134,15.77,2.50,,,Ring Nebula,,,M57
NGC6716,283.616000,-19.888000,7.50,7.00,,,,,,
IC1295,283.654784,-8.827061,15.00,1.40,,,,,,
NGC6715,283.763875,-30.479861,7.70,9.10,,,,PGC2802337,,M54
NGC6717,283.775167,-22.701472,,3.90,,,,,,
NGC6747,283.840420,72.771441,15.00,0.52,1.22,110,,PGC62564,,
NGC6707,283.841910,-53.818329,13.64,1.24,2.38,145,,PGC62563,,
NGC6708,283.898558,-53.723389,12.93,0.67,1.09,165,,PGC62569,,
IC4787,284.019420,-68.682350,14.58,1.12,1.12,,,PGC62579,,
IC4789,284.077058,-68.567008,14.02,0.56,2.27,170,,PGC62582,,
NGC6732,284.100126,52.377622,14.40,0.68,1.22,95,,PGC62586,,
IC4796,284.116123,-54.214021,13.48,1.05,1.47,125,,PGC62588,,
IC4797,284.123567,-54.305844,11.27,1.60,1.79,150,,PGC62589,,
NGC6706,284.212634,-63.166310,13.88,1.21,3.13,125,,PGC62596,,
IC4798,284.587081,-62.118404,13.18,1.41,1.72,110,,PGC62630,,
IC4800,284.681432,-63.139200,13.72,1.30,2.00,160,,PGC62637,,
NGC6742,284.833458,48.465344,16.57,0.50,,,,,,
NGC6723,284.888125,-36.632250,7.30,11.00,,,,,,
IC4801,284.909849,-64.675132,13.62,1.13,1.51,85,,PGC62655,,
NGC6750,285.150560,59.166817,13.70,0.85,1.56,175,,PGC62671,,
NGC6735,285.155000,-0.498000,,12.60,,,,,,
NGC6721,285.211729,-57.759381,12.04,1.01,1.19,150,,PGC62680,,
NGC6740,285.210481,28.771234,15.50,0.73,1.28,25,,PGC62675,,
IC4812,285.265000,-37.060556,,,,,,,,
IC4808,285.281767,-45.313788,13.23,1.29,2.27,40,,PGC62686,,
IC4804,285.280691,-61.833309,14.78,0.43,1.35,155,,PGC62685,,
NGC6738,285.325000,11.616667,8.30,15.00,,,,,,
NGC6718,285.369220,-66.110208,14.16,0.91,1.32,0,,PGC62688,,
IC4806,285.377797,-57.532033,13.67,1.58,3.57,10,,PGC62689,,
NGC6726,285.408333,-36.891667,,9.00,,,,,,
NGC6727,285.408333,-36.891667,,80.00,,,,,,
NGC6745,285.421635,40.743706,13.30,1.33,2.38,20,,PGC62691,,
NGC6729,285.443333,-36.961111,,20.00,,,,,,
NGC6725,285.485883,-53.863095,13.41,1.82,4.16,40,,PGC62692,,
IC4807,285.573561,-56.931163,14.20,0.62,1.31,20,,PGC62696,,
NGC6741,285.654583,-0.449083,9.60,0.10,,,,,,
IC4810,285.748779,-56.159736,14.44,1.20,5.57,135,,PGC62706,,
NGC6719,285.781035,-68.588216,13.49,0.71,1.35,120,,PGC62710,,
NGC6722,285.918282,-64.894478,13.56,1.87,4.54,165,,PGC62722,,
NGC6757,286.264097,55.715154,14.00,2.30,3.85,96,,PGC62752,,
NGC6749,286.314000,1.900000,12.40,6.30,,,,,,
NGC6762,286.404511,63.934087,14.20,0.80,2.38,115,,PGC62757,,
NGC6763,286.404511,63.934087,14.20,0.80,2.38,115,,PGC62757,,
NGC6751,286.481410,-5.992302,15.48,0.30,1.11,105,,,,
IC4818,286.512579,-55.136834,15.39,0.80,3.33,75,,PGC62766,,
NGC6733,286.544396,-62.196907,13.41,1.02,1.32,105,,PGC62770,,
IC4817,286.551462,-56.159488,14.52,0.60,2.50,15,,PGC62771,,
NGC6759,286.737912,50.347877,15.20,0.76,1.56,45,,PGC62779,,
IC4819,286.780420,-59.466940,14.15,2.95,7.38,121,,PGC62782,,
NGC6734,286.809628,-65.461838,13.75,0.80,1.09,145,,PGC62786,,
NGC6736,286.871811,-65.428685,14.31,0.58,1.25,70,,PGC62792,,
NGC6730,286.890079,-68.912814,13.07,1.06,1.25,25,,PGC62796,,
NGC6739,286.953107,-61.368082,13.09,1.35,2.27,175,,PGC62799,,
NGC6755,286.942000,4.224000,7.50,15.00,,,,,,
NGC6764,287.068348,50.933200,14.32,1.94,3.57,65,,PGC62806,,
NGC6756,287.181000,4.711000,10.60,4.00,,,,,,
IC4820,287.306488,-63.465492,9.20,0.20,1.11,0,,PGC62824,,
