id,alpha,delta,magnitude,Spectral type,HD,HIP,Common name
21 Aqr,321.320657,-3.556746,5.47,K4III,HD203926,HIP105767,
69 Cyg,321.445938,36.667384,5.94,B0.2Iab,HD204172,HIP105811,
gam Ind,321.564330,-54.660459,6.08,F2/3II,HD203760,HIP105841,
gam Pav,321.610854,-65.366198,4.22,F9VFe-1.4CH-0.7,HD203608,HIP105858,
34 zet Cap,321.666794,-22.411320,3.74,G4Ib:Ba2,HD204075,HIP105881,
35 Cap,321.811757,-21.196214,5.76,K3III,HD204139,HIP105928,
70 Cyg,321.839025,37.116796,5.29,B3V,HD204403,HIP105942,
35 Vul,321.916907,27.608594,5.38,A1VmA3,HD204414,HIP105966,
7 Cep,321.942258,66.809097,5.41,B7V,HD204770,HIP105972,
8 bet Cep,322.164987,70.560715,3.23,B0.5IIIs,HD205021,HIP106032,Alfirk
36 b Cap,322.180836,-21.807180,4.50,G7IIIbFe-1,HD204381,HIP106039,
SX Pav,322.187189,-69.505384,5.62,M5III,HD203881,HIP106044,
5 PsA,322.265589,-31.238560,6.50,A1V,HD204394,HIP106067,
71 g Cyg,322.362291,46.540586,5.22,K0-III,HD204771,HIP106093,
2 Peg,322.487064,23.638838,4.51,M1+III,HD204724,HIP106140,
22 bet Aqr,322.889715,-5.571176,2.89,G0Ib,HD204867,HIP106278,Sadalsuud
ksi Gru,323.024483,-41.179310,5.29,K0III,HD204783,HIP106327,
6 PsA,323.060707,-33.944626,5.96,A2V,HD204854,HIP106340,
73 rho Cyg,323.495221,45.591839,4.02,G8IIIFe-0.5,HD205435,HIP106481,
72 Cyg,323.694112,38.534067,4.91,K0.5IIIFe0.5,HD205512,HIP106551,
37 Cap,323.712718,-20.084261,5.70,F5VFe-0.8CH-0.4,HD205289,HIP106559,
W Cyg,324.010406,45.374590,5.38,M4e-M6eIII,HD205730,HIP106642,
8 PsA,324.045724,-26.171516,5.72,A7/8IV,HD205471,HIP106654,
7 PsA,324.203337,-33.047896,6.10,A5V,HD205529,HIP106703,
74 Cyg,324.237397,40.413526,5.04,A3Vn,HD205835,HIP106711,
39 eps Cap,324.270128,-19.466013,4.55,B3V,HD205637,HIP106723,Kastra
CP Cyg,324.366142,44.696549,6.20,A7III,HD205939,HIP106752,
3 Peg,324.431858,6.618391,6.18,A2V,HD205811,HIP106783,
23 ksi Aqr,324.437957,-7.854202,4.69,K0III,HD205767,HIP106786,
5 Peg,324.439292,19.318609,5.45,F1IV,HD205852,HIP106787,
9 Cep,324.480101,62.081942,4.73,B2Ib,HD206165,HIP106801,
4 Peg,324.633085,5.771745,5.66,A9IV-Vn,HD205924,HIP106856,
24 Aqr,324.881394,-0.051142,6.63,F6V,HD206058,HIP106942,
25 d Aqr,324.888613,2.243561,5.10,K0III,HD206067,HIP106944,
40 gam Cap,325.022689,-16.662371,3.67,kF0hF1VmF2,HD206088,HIP106985,Nashira
75 Cyg,325.046292,43.273838,5.09,M1IIIab,HD206330,HIP106999,
nu. Oct,325.368925,-77.390009,3.73,K1III,HD205478,HIP107089,
42 Cap,325.386912,-14.047612,5.18,G2IV,HD206301,HIP107095,
76 Cyg,325.392731,40.805220,6.08,A2V,HD206538,HIP107097,
11 Cep,325.480452,71.311463,4.56,K0.5III,HD206952,HIP107119,
41 Cap,325.502905,-23.262857,5.24,K0III,HD206356,HIP107128,
V460 Cyg,325.504513,35.510200,5.84,C-N5,HD206570,HIP107129,
80 pi.01 Cyg,325.523602,51.189623,4.66,B3III,HD206672,HIP107136,Azelfafage
26 Aqr,325.542136,1.285254,5.64,K2(III),HD206445,HIP107144,
7 Peg,325.564380,5.680139,5.30,M2III,HD206487,HIP107151,
77 Cyg,325.595662,41.077020,5.73,A0V+A0V,HD206644,HIP107162,
43 kap Cap,325.664617,-18.866321,4.73,G8III,HD206453,HIP107188,
78 Dra,325.766847,72.320086,5.17,K0-IIICN1,HD207130,HIP107230,
44 Cap,325.768321,-14.399710,5.88,A9/F0V,HD206561,HIP107232,
79 Cyg,325.856885,38.283591,5.70,A0V,HD206774,HIP107253,
mu. Cep,325.876921,58.780044,4.08,M2-Ia,HD206936,HIP107259,Erakis
45 Cap,326.004017,-14.749372,5.95,A7IV/V,HD206677,HIP107302,
78 mu.02 Cyg,326.035257,28.742904,6.12,F3V,HD206827,,
78 mu.01 Cyg,326.035787,28.742606,4.70,F7V,HD206826,HIP107310,
8 eps Peg,326.046484,9.875009,2.39,K2Ib-II,HD206778,HIP107315,Enif
9 Peg,326.127899,17.350016,4.35,G5Ib,HD206859,HIP107348,
10 kap Peg,326.161397,25.645038,4.13,F5V,HD206901,HIP107354,
9 iot PsA,326.236707,-33.025782,4.34,A0IV,HD206742,HIP107380,
46 c Cap,326.251061,-9.082428,5.08,G7.5II-IIICN0.5,HD206834,HIP107382,
10 nu. Cep,326.362187,61.120806,4.29,A2Iae,HD207260,HIP107418,
12 Peg,326.518181,22.948879,5.27,K0IbHdel0.5,HD207089,HIP107472,
47 Cap,326.567789,-9.275935,6.00,M2III,HD207005,HIP107487,
48 lam Cap,326.633738,-11.365955,5.57,A0V,HD207052,HIP107517,
81 pi.02 Cyg,326.698368,49.309570,4.18,B3III,HD207330,HIP107533,
49 del Cap,326.760184,-16.127287,2.83,kA5hF0mF2III,HD207098,HIP107556,Deneb Algedi
11 Peg,326.808175,2.686123,5.62,A0V,HD207203,HIP107575,
12 Cep,326.855397,60.692689,5.51,M1III,HD207528,HIP107586,
10 tet PsA,326.933958,-30.898306,5.02,A1V,HD207155,HIP107608,
14 Peg,327.461227,30.174212,5.07,A1Vs,HD207650,HIP107763,
13 Peg,327.536070,17.285695,5.34,F2III-IV,HD207652,HIP107788,
omi Ind,327.696563,-69.629374,5.50,K2/3III,HD207241,HIP107835,
lam Oct,327.727348,-82.718901,5.29,G8/K0III,HD206240,HIP107843,
15 Peg,328.124653,28.793542,5.53,F2V,HD207978,HIP107975,
16 Peg,328.265701,25.925136,5.08,B6IIIe,HD208057,HIP108022,
51 mu. Cap,328.324044,-13.551769,5.08,F2V,HD207958,HIP108036,
gam Gru,328.482151,-37.364872,3.01,B8IV-Vs,HD207971,HIP108085,Al'danab
13 Cep,328.721475,56.611226,5.80,B8Ib,HD208501,HIP108165,
pi. Ind,329.058568,-57.899588,6.17,A3mA6-A9,HD208149,HIP108281,
VV Cep,329.163090,63.625550,4.90,M2Ibep+B2?ep_sh,HD208816,HIP108317,
17 Peg,329.234885,12.076494,5.53,A2Vnn,HD208565,HIP108339,
del Ind,329.479473,-54.992576,4.40,F0IV,HD208450,HIP108431,
kap Ind,329.625330,-59.012145,6.14,F5V,HD208496,HIP108478,
16 Cep,329.812363,73.179895,5.03,F5V,HD209369,HIP108535,
18 Peg,330.033021,6.717447,6.00,B3III,HD209008,HIP108612,
12 eta PsA,330.209272,-28.453740,5.42,B8III_sh+B8.5IV,HD209014,HIP108661,
28 Aqr,330.270897,0.604718,5.60,K2III,HD209128,HIP108691,
20 Peg,330.272296,13.119838,5.60,F4III,HD209166,HIP108693,
19 Peg,330.288476,8.257166,5.63,K5III,HD209167,HIP108699,
14 Cep,330.519053,58.000364,5.54,O9IV(n)var+B1:V:,HD209481,HIP108772,
29 Aqr,330.609371,-16.964835,6.37,A2V+G0II,HD209278,HIP108797,
30 Aqr,330.818576,-6.522407,5.54,K1IV,HD209396,HIP108868,
31 omi Aqr,330.828517,-2.155363,4.69,B5V,HD209409,HIP108874,
21 Peg,330.829303,11.386548,5.82,B9.5V,HD209459,HIP108875,
eps Ind,330.840223,-56.785979,4.69,K5V,HD209100,HIP108870,
17 ksi Cep,330.947666,64.627971,4.45,kA2.5hF2mF2(IV),HD209790,HIP108917,Alkurhah
17 ksi Cep,330.942572,64.628185,6.34,F8V,HD209791,,
18 Cep,330.970738,63.119921,5.30,M5III,HD209772,HIP108924,
15 Cep,330.974408,59.814574,6.71,B1V,HD209744,HIP108925,
13 PsA,331.099317,-29.916532,6.46,K5III,HD209476,HIP108952,
32 Aqr,331.197593,-0.906344,5.27,A5IV,HD209625,HIP108991,
20 Cep,331.252078,62.785671,5.26,K4III,HD209960,HIP109005,
19 Cep,331.286624,62.279815,5.11,O9Ib,HD209975,HIP109017,
23 Peg,331.394477,28.963980,5.70,B9Vn,HD209833,HIP109056,
22 nu. Peg,331.419796,5.058530,4.84,K4III,HD209747,HIP109068,
34 alf Aqr,331.445983,-0.319849,2.94,G2Ib,HD209750,HIP109074,Sadalmelik
kap Ind,331.462567,-59.636072,5.61,K4III,HD209529,HIP109081,
lam Gru,331.528687,-39.543353,4.46,K3III,HD209688,HIP109111,
33 iot Aqr,331.609281,-13.869681,4.27,B8V,HD209819,HIP109139,
24 iot Peg,331.752773,25.345099,3.77,F5V,HD210027,HIP109176,
25 Peg,331.959599,21.702927,5.78,B7Vne,HD210129,HIP109240,
alf Gru,332.058270,-46.960974,1.71,B6V,HD209952,HIP109268,Alnair
14 mu. PsA,332.095881,-32.988470,4.50,A1.5IVn,HD210049,HIP109285,
ups PsA,332.108047,-34.043840,4.99,K4III,HD210066,HIP109289,
AR Lac,332.170076,45.742252,6.11,K0IVe+G5IV,HD210334,HIP109303,
35 Aqr,332.245793,-18.519593,5.79,B2III,HD210191,HIP109332,
27 pi.01 Peg,332.306771,33.172355,5.58,G6III:,HD210354,HIP109352,
24 Cep,332.451794,72.341205,4.79,G7II-III,HD210807,HIP109400,
29 pi. Peg,332.496846,33.178222,4.29,F5III,HD210459,HIP109410,
15 tau PsA,332.536584,-32.548408,4.92,F6V,HD210302,HIP109422,
26 tet Peg,332.549953,6.197922,3.55,A1Va,HD210418,HIP109427,Biham
28 Peg,332.625764,20.977984,6.44,A3III,HD210516,HIP109458,
37 Aqr,332.632379,-10.820391,6.63,K1(III),HD210422,HIP109460,
38 e Aqr,332.656175,-11.564938,5.42,B5III,HD210424,HIP109472,
21 zet Cep,332.713654,58.201263,3.35,K1.5Ib,HD210745,HIP109492,
22 lam Cep,332.877402,59.414487,5.05,O6.5I(n)fp,HD210839,HIP109556,
39 Aqr,333.107327,-14.193966,6.04,F0V,HD210705,HIP109624,
41 Aqr,333.575136,-21.074565,5.32,K0III+F2V,HD210960,HIP109786,
16 lam PsA,333.578130,-27.766906,5.43,B7V,HD210934,HIP109789,
23 eps Cep,333.759155,57.043569,4.19,F0V(Sr),HD211336,HIP109857,
mu.01 Gru,333.903828,-41.346763,4.80,G8III+G,HD211088,HIP109908,
1 Lac,333.992404,37.748735,4.15,K3-II-III,HD211388,HIP109937,
mu.02 Gru,334.110632,-41.627182,5.12,G8III,HD211202,HIP109973,
42 Aqr,334.200191,-12.831433,5.33,K1III,HD211361,HIP110000,
43 tet Aqr,334.208486,-7.783289,4.16,G9II,HD211391,HIP110003,Ancha
44 Aqr,334.277082,-5.387165,5.75,G8/K0III,HD211434,HIP110023,
psi Oct,334.460814,-77.511555,5.47,F0IIp,HD210853,HIP110078,
25 Cep,334.552699,62.804390,5.74,K3III,HD211833,HIP110103,
alf Tuc,334.625468,-60.259630,2.82,K3III,HD211416,HIP110130,
45 Aqr,334.753087,-13.304993,5.96,K0III,HD211676,HIP110179,
eps Oct,335.007003,-80.439747,5.18,M5III,HD210967,HIP110256,
46 rho Aqr,335.049652,-7.821102,5.34,B8III,HD211838,HIP110273,
30 Peg,335.114886,5.789503,5.37,B5IV,HD211924,HIP110298,
2 Lac,335.256447,46.536568,4.54,B6V,HD212120,HIP110351,
32 Peg,335.330579,28.330530,4.81,B9III,HD212097,HIP110371,
31 Peg,335.379480,12.205184,4.99,B3III,HD212076,HIP110386,
47 Aqr,335.398201,-21.598230,5.12,K0III,HD212010,HIP110391,
48 gam Aqr,335.414048,-1.387349,3.83,A0V,HD212061,HIP110395,Sadalachbia
pi.01 Gru,335.684202,-45.947998,6.55,S5,7:,HD212087,HIP110478,
RW Cep,335.779230,55.963229,6.65,K2_0-Ia,HD212466,HIP110504,
pi.02 Gru,335.783279,-45.928488,5.62,F0V,HD212132,HIP110506,
49 Aqr,335.878537,-24.762663,5.53,K0IIICNII,HD212271,HIP110529,
3 bet Lac,335.890097,52.229047,4.44,G9IIIbCa1,HD212496,HIP110538,
33 Peg,335.914853,20.848289,6.04,F7IV,HD212395,HIP110548,
51 Aqr,336.028685,-4.837019,5.78,B9.5V,HD212404,HIP110578,
50 Aqr,336.112751,-13.529369,5.75,G7.5III,HD212430,HIP110602,
4 Lac,336.129131,49.476392,4.58,A0Ib,HD212593,HIP110609,
nu. Ind,336.153689,-72.255413,5.29,G9VFe-3.1CH-1.5,HD211998,HIP110618,
52 pi. Aqr,336.319262,1.377398,4.64,B1III-IVe,HD212571,HIP110672,
53 f Aqr,336.642793,-16.741589,6.32,G3V,HD212697,HIP110778,
53 f Aqr,336.642918,-16.742195,6.22,G2V,HD212698,,
34 Peg,336.655711,4.393779,5.81,F7V,HD212754,HIP110785,
28 Cep,336.676810,78.785873,5.84,A2Vm,HD213403,HIP110787,
26 Cep,336.772127,65.132267,5.51,B0.5Ib,HD213087,HIP110817,
del Tuc,336.833179,-64.966360,4.49,B9Vn,HD212581,HIP110838,
35 Peg,336.964680,4.695668,4.80,K1-III-IV,HD212943,HIP110882,
nu. Gru,337.163376,-39.131791,5.47,G8III,HD212953,HIP110936,
55 zet01 Aqr,337.207860,-0.020545,4.49,F2IV/V,HD213051,HIP110960,
55 zet02 Aqr,337.207870,-0.019965,4.34,F2IV/V,HD213052,,
36 Peg,337.283261,9.129035,5.57,K5III,HD213119,HIP110986,
27 del Cep,337.288528,58.404096,6.30,B7IV,HD213307,HIP110988,
27 del Cep,337.292761,58.415194,3.75,F5Iab:+B7-8,HD213306,HIP110991,
del01 Gru,337.317391,-43.495562,3.97,G6/8III,HD213009,HIP110997,
5 Lac,337.382594,47.706887,4.37,K9Ia+B2V,HD213310,HIP111022,
del02 Gru,337.439305,-43.749219,4.11,M4.5IIIa,HD213080,HIP111043,
29 rho Cep,337.470742,78.824287,5.46,A3V,HD213798,HIP111056,Al Kalb al Rai
37 Peg,337.491404,4.431689,5.48,kA7hF3mF5(III),HD213235,HIP111062,
38 Peg,337.507560,32.572638,5.65,B9.5V,HD213323,HIP111068,
56 Aqr,337.572296,-14.585733,6.35,B8II,HD213236,HIP111086,
6 Lac,337.621917,43.123377,4.51,B2IV,HD213420,HIP111104,
57 sig Aqr,337.661756,-10.677918,4.81,A0IVs,HD213320,HIP111123,
zet PsA,337.724055,-26.073751,6.43,K1III,HD213296,HIP111138,
7 alf Lac,337.822923,50.282492,3.77,A1V,HD213558,HIP111169,
17 bet PsA,337.876377,-32.346075,4.29,A1Va,HD213398,HIP111188,
ups Oct,337.906313,-85.967253,5.75,K0III,HD211539,HIP111196,
58 Aqr,337.922153,-10.905504,6.38,A9/F0V,HD213464,HIP111200,
39 Peg,338.147836,20.230021,6.42,F1V,HD213617,HIP111278,
nu. Tuc,338.250257,-61.982122,4.81,M4III,HD213442,HIP111310,
60 Aqr,338.512140,-1.574267,5.88,K0III,HD213789,HIP111394,
59 ups Aqr,338.673482,-20.708216,5.20,F7V,HD213845,HIP111449,
62 eta Aqr,338.839089,-0.117497,4.03,B8/9V,HD213998,HIP111497,
31 Cep,338.942226,73.643186,5.08,F2II,HD214470,HIP111532,
8 Lac,338.967845,39.634330,5.69,B1Vne,HD214168,HIP111544,
8 Lac,338.967079,39.628150,5.67,B1.Vs,HD214167,HIP111546,
sig01 Gru,339.122093,-40.582705,6.28,A3V,HD214085,HIP111594,
sig02 Gru,339.245222,-40.591035,5.87,A1V,HD214150,HIP111643,
9 Lac,339.343408,51.545121,4.63,A9VkA7mA6,HD214454,HIP111674,
63 kap Aqr,339.439086,-4.228055,5.03,K1.5IIIbCN0.5,HD214376,HIP111710,Situla
30 Cep,339.662716,63.584471,5.19,A0IV,HD214734,HIP111797,
40 Peg,339.719141,19.522251,5.82,G8II,HD214567,HIP111810,
10 Lac,339.815328,39.050270,4.88,O9V,HD214680,HIP111841,
41 Peg,339.945880,19.681126,6.32,A2V,HD214698,HIP111884,
11 Lac,340.128577,44.276307,4.46,K2.5III,HD214868,HIP111944,
18 eps PsA,340.163951,-27.043615,4.18,B7III,HD214748,HIP111954,
42 zet Peg,340.365503,10.831363,3.41,B8V,HD214923,HIP112029,Homam
12 Lac,340.369373,40.225447,5.23,B2III,HD214993,HIP112031,
43 omi Peg,340.439184,29.307675,4.79,A1IV,HD214994,HIP112051,
19 PsA,340.592029,-29.361048,6.17,M3III,HD214966,HIP112102,
bet Gru,340.666876,-46.884576,2.11,M4.5III,HD214952,HIP112122,
44 eta Peg,340.750537,30.221215,2.95,G8II+F0V,HD215182,HIP112158,Matar
67 Aqr,340.809430,-6.962937,6.41,B7.5V,HD215143,HIP112179,
rho Gru,340.874901,-41.414346,4.83,K0III,HD215104,HIP112203,
66 g Aqr,340.896804,-18.830377,4.69,K3III,HD215167,HIP112211,
13 Lac,341.022828,41.819235,5.08,K0III,HD215373,HIP112242,
45 Peg,341.367399,19.366557,6.27,G6III:,HD215510,HIP112358,
eta Gru,341.407841,-53.500120,4.85,K2IIICNIV,HD215369,HIP112374,
bet Oct,341.514629,-81.381614,4.13,A9IV/V,HD214846,HIP112405,
47 lam Peg,341.632824,23.565654,3.93,G8IIIaCN0.5,HD215665,HIP112440,
46 ksi Peg,341.673249,12.172886,4.20,F6V,HD215648,HIP112447,
68 Aqr,341.888014,-19.613375,5.26,G8III,HD215721,HIP112529,
69 tau01 Aqr,341.928206,-14.056428,5.68,B9V,HD215766,HIP112542,
70 Aqr,342.125876,-10.555477,6.18,F0V,HD215874,HIP112615,
eps Gru,342.138742,-51.316865,3.47,A2IVn,HD215789,HIP112623,
71 tau02 Aqr,342.397921,-13.592629,3.98,M0III,HD216032,HIP112716,
32 iot Cep,342.420073,66.200405,3.54,K0-III,HD216228,HIP112724,
48 mu. Peg,342.500804,24.601581,3.48,G8+III,HD216131,HIP112748,Sadalbari
14 Lac,342.590744,41.953395,5.91,B4+F9III,HD216200,HIP112778,
ksi Oct,342.595058,-80.123845,5.31,B6V,HD215573,HIP112781,
21 PsA,342.837244,-29.536307,5.99,G8/K0III,HD216210,HIP112862,
15 Lac,343.008474,43.312417,4.94,M0III,HD216397,HIP112917,
49 sig Peg,343.100310,9.835665,5.16,F6V,HD216385,HIP112935,
22 gam PsA,343.131376,-32.875460,4.51,A0VpSrCrEu,HD216336,HIP112948,
73 lam Aqr,343.153642,-7.579597,3.79,M2.5IIIFe-0.5,HD216386,HIP112961,
74 Aqr,343.369604,-11.616515,5.78,B8IV/V,HD216494,HIP113031,
tau01 Gru,343.408051,-48.598284,6.04,G0V,HD216435,HIP113044,
78 Aqr,343.642174,-7.204625,6.18,K2III,HD216637,HIP113127,
76 del Aqr,343.662526,-15.820820,3.28,A3Vp,HD216627,HIP113136,Skat
rho Ind,343.664508,-70.073709,6.05,G1VFe+0.3,HD216437,HIP113137,
77 Aqr,343.689458,-16.271957,5.56,K2.5III,HD216640,HIP113148,
1 Psc,343.747856,1.064903,6.11,A3IV,HD216701,HIP113167,
50 rho Peg,343.806954,8.816181,4.90,A1V,HD216735,HIP113186,
tau02 Gru,343.816647,-48.491751,6.71,F6/8(V),HD216656,HIP113190,
tau02 Gru,343.817276,-48.465795,8.91,G3/6,HD216655,HIP113191,
23 del PsA,343.987084,-32.539624,4.21,G8III,HD216763,HIP113246,
16 Lac,344.098458,41.603875,5.59,B2IV,HD216916,HIP113281,
tau03 Gru,344.199168,-47.969220,5.71,A4mA5-F2,HD216823,HIP113307,
EW Lac,344.268759,48.684068,5.43,B4IIIpe,HD217050,HIP113327,
51 Peg,344.366585,20.768833,5.46,G2IV,HD217014,HIP113357,
24 alf PsA,344.412693,-29.622237,1.16,A4V,HD216956,HIP113368,Fomalhaut
52 Peg,344.799225,11.728843,5.75,F0V,HD217232,HIP113503,
2 Psc,344.864391,0.962925,5.43,K0III,HD217264,HIP113521,
3 Psc,345.157946,0.185864,6.22,G8/K0III,HD217428,HIP113610,
zet Gru,345.220031,-52.754111,4.12,K1IIIFe-1.2CN-0.5,HD217364,HIP113638,
81 Aqr,345.348507,-7.061153,6.21,K4III,HD217531,HIP113674,
1 omi And,345.480269,42.325981,3.62,B6IV/V_sh,HD217675,HIP113726,
82 Aqr,345.635653,-6.574012,6.20,M1III,HD217701,HIP113781,
2 And,345.651591,42.757795,5.10,A1V,HD217782,HIP113788,
pi. PsA,345.874231,-34.749415,5.12,F1VFe-0.8,HD217792,HIP113860,
53 bet Peg,345.943573,28.082787,2.42,M2.5II-III,HD217906,HIP113881,Scheat
4 bet Psc,345.969223,3.820046,4.52,B6Ve,HD217891,HIP113889,Fum al Samakah
3 And,346.045761,50.052090,4.65,K0IIIb,HD218031,HIP113919,
kap Gru,346.165115,-53.964902,5.36,K5III,HD217902,HIP113957,
54 alf Peg,346.190223,15.205267,2.48,B9III,HD218045,HIP113963,Markab
83 h Aqr,346.290778,-7.693801,5.47,F0V,HD218060,HIP113996,
1 Cas,346.653408,59.419760,4.84,B0.5III,HD218376,HIP114104,
86 c01 Aqr,346.670199,-23.742990,4.47,G6IIIb,HD218240,HIP114119,
tet Gru,346.719710,-43.520357,4.33,kF3VhF5mF5(II-III),HD218227,HIP114131,
ups Gru,346.723442,-38.892291,5.61,A0V,HD218242,HIP114132,
55 Peg,346.751086,9.409493,4.52,M1IIIab,HD218329,HIP114144,
56 Peg,346.778091,25.468271,4.74,K0.5II:Ba1CN-2CH-0.5,HD218356,HIP114155,
4 And,346.913613,46.387231,5.29,K5III,HD218452,HIP114200,
5 And,346.939098,49.295775,5.70,F5V,HD218470,HIP114210,
33 pi. Cep,346.974391,75.387499,4.41,G2III,HD218658,HIP114222,
5 A Psc,347.170456,2.127877,5.43,G6IIIb,HD218527,HIP114273,
88 c02 Aqr,347.361650,-21.172415,3.64,K1.5III,HD218594,HIP114341,
57 Peg,347.381072,8.677157,5.14,M4S,HD218634,HIP114347,
2 Cas,347.433912,59.332691,5.68,A4II,HD218753,HIP114365,
89 c03 Aqr,347.478739,-22.457616,4.80,G2III+A2V,HD218640,HIP114375,
58 Peg,347.506088,9.822082,5.39,B9III,HD218700,HIP114389,
iot Gru,347.589701,-45.246709,3.88,K1III,HD218670,HIP114421,
6 And,347.613505,43.544037,5.94,F5V,HD218804,HIP114430,
59 Peg,347.934126,8.720116,5.15,A5Vn,HD218918,HIP114520,
60 Peg,347.954956,26.847322,6.17,G8III-IV,HD218935,HIP114526,
7 And,348.137515,49.406207,4.52,F1V,HD219080,HIP114570,
90 phi Aqr,348.580659,-6.049006,4.22,M1.5III,HD219215,HIP114724,
61 Peg,348.942879,28.247898,6.50,G2II-III,HD219477,HIP114844,
91 psi01 Aqr,348.972892,-9.087735,4.25,K1-IIIFe-0.5,HD219449,HIP114855,
92 chi Aqr,349.212247,-7.726501,5.06,M3III,HD219576,HIP114939,
6 gam Psc,349.291405,3.282290,3.70,G9III:Fe-2,HD219615,HIP114971,
gam Tuc,349.357319,-58.235701,3.98,F4V,HD219571,HIP114996,
8 And,349.436030,49.015301,4.86,M2.5IIIBa0.5,HD219734,HIP115022,
93 psi02 Aqr,349.475891,-9.182519,4.40,B5V,HD219688,HIP115033,
phi Gru,349.541184,-40.824362,5.54,F4V,HD219693,HIP115054,
9 And,349.597176,41.773668,5.97,A7m,HD219815,HIP115065,
34 omi Cep,349.656216,68.111443,4.75,G8.5III-IIIbFe-0.5,HD219916,HIP115088,
gam Scl,349.705990,-32.532022,4.41,K1III,HD219784,HIP115102,
95 psi03 Aqr,349.740319,-9.610749,5.00,B9V,HD219832,HIP115115,
94 Aqr,349.777997,-13.458841,5.18,G8.5IV,HD219834,HIP115126,
96 Aqr,349.849905,-5.124351,5.55,F4VFe-0.4,HD219877,HIP115142,
11 And,349.874199,48.625323,5.44,K0III,HD219945,HIP115152,
10 And,349.968439,42.078070,5.79,M0III,HD219981,HIP115191,
7 b Psc,350.085763,5.381308,5.07,K1IV,HD220009,HIP115227,
62 tau Peg,350.159359,23.740355,4.58,A5Vp_lB,HD220061,HIP115250,Kerb
63 Peg,350.206493,30.414925,5.56,M0III,HD220088,HIP115271,
12 And,350.221932,38.182324,5.76,F5V,HD220117,HIP115280,
64 Peg,350.478898,31.812465,5.35,B6III,HD220222,HIP115355,
97 Aqr,350.663213,-15.039340,5.22,A3V,HD220278,HIP115404,
65 Peg,350.668800,20.828714,6.27,B9.5V,HD220318,HIP115407,
98 b01 Aqr,350.742608,-20.100582,3.98,K1III,HD220321,HIP115438,
66 Peg,350.769032,12.313910,5.08,K3III,HD220363,HIP115444,
4 Cas,351.209427,62.282808,4.96,M1III,HD220652,HIP115590,
67 Peg,351.211802,32.384881,5.55,B9III,HD220599,HIP115591,
68 ups Peg,351.344929,23.404101,4.40,F8III,HD220657,HIP115623,
99 b02 Aqr,351.511608,-20.642018,4.39,K4.5III,HD220704,HIP115669,
omi Gru,351.652337,-52.721578,5.52,F4V,HD220729,HIP115713,
8 kap Psc,351.733149,1.255605,4.94,A2VpSrCrSi,HD220825,HIP115738,
13 And,351.780834,42.912010,5.74,B9III,HD220885,HIP115755,
9 Psc,351.811638,1.122607,6.25,K0/1III,HD220858,HIP115768,
69 Peg,351.918276,25.167279,5.98,A0IIIpHg,HD220933,HIP115806,
10 tet Psc,351.992061,6.378992,4.30,K0.5III,HD220954,HIP115830,
tau Oct,352.015773,-87.482213,5.49,K2III,HD219765,HIP115836,
70 Peg,352.288747,12.760550,4.56,G8IIIa,HD221115,HIP115919,
AR Cas,352.508086,58.548920,4.89,B3V,HD221253,HIP115990,
14 And,352.822555,39.236199,5.22,G8III,HD221345,HIP116076,
100 Aqr,352.925158,-21.369462,6.24,F0V,HD221357,HIP116118,
13 Psc,352.989862,-1.085896,6.38,K0III,HD221409,HIP116146,
bet Scl,353.242753,-37.818285,4.37,B9.5IIIpHgMnSi,HD221507,HIP116231,
101 b03 Aqr,353.319259,-20.914495,4.76,A0V,HD221565,HIP116247,
71 Peg,353.367054,22.498781,5.42,M5III,HD221615,HIP116264,
72 Peg,353.488283,31.325279,5.01,K4III,HD221673,HIP116310,
14 Psc,353.537562,-1.247561,5.87,A2II,HD221675,HIP116323,
15 And,353.656403,40.236440,5.56,A1Va,HD221756,HIP116354,
73 Peg,353.659178,33.497328,5.62,K0III:,HD221758,HIP116355,
iot Phe,353.769002,-42.615140,4.71,ApSrCrEu,HD221760,HIP116389,
15 Psc,353.869077,1.313138,6.46,K0III,HD221833,HIP116422,
16 Psc,354.097019,2.102222,5.68,F6V,HD221950,HIP116495,
16 lam And,354.391012,46.458151,3.82,G8IVk,HD222107,HIP116584,
74 Peg,354.415597,16.825498,6.25,A1V,HD222098,HIP116592,
75 Peg,354.486676,18.400666,5.48,A0Vn,HD222133,HIP116611,
17 iot And,354.534172,43.268074,4.29,B8V,HD222173,HIP116631,
18 And,354.784715,50.471733,5.35,B9Ve,HD222304,HIP116709,
35 gam Cep,354.837127,77.632364,3.21,K1III-IVCN1,HD222404,HIP116727,Alrai
tet Phe,354.866434,-46.637800,6.09,A7III+A/F,HD222287,HIP116737,
102 ome01 Aqr,354.946122,-14.222154,4.98,A7IV,HD222345,HIP116758,
17 iot Psc,354.987672,5.626291,4.12,F7V,HD222368,HIP116771,
19 kap And,355.102115,44.333932,4.14,B9IVn,HD222439,HIP116805,
mu. Scl,355.158953,-32.073124,5.30,K0III,HD222433,HIP116820,
103 A01 Aqr,355.393702,-18.027074,5.34,K4/5III,HD222547,HIP116889,
104 A02 Aqr,355.440860,-17.816532,4.83,G2Ib/II,HD222574,HIP116901,
104 A02 Aqr,355.443241,-17.783535,8.54,A5/7(V),HD222561,HIP116904,
18 lam Psc,355.511689,1.780042,4.51,A7V,HD222603,HIP116928,
