id,alpha,delta,diameter,axisRatio,posAngle,MinAx,Type,B-Mag,V-Mag,J-Mag,H-Mag,K-Mag,SurfBr,Hubble,NGC,IC,Common name,NED notes,OpenNGC notes
NGC5444,210.85054,35.13211,2.48,1.3,87,1.94,G,12.79,11.86,9.79,9.09,8.84,23.62,E,,,MCG +06-31-054,PGC 050080,SDSS J140324.12+350755.5
NGC5445,210.88125,35.02531,1.56,2.8,26,0.56,G,13.91,,10.82,10.11,9.85,23.53,S0,,,MCG +06-31-055,PGC 050090,SDSS J140331.50+350131.1
NGC5447,210.61833,54.27692,,,,,HII,,,,,,,,,,,HII region in MESSIER 101;  NGC 5450 is 18 arcsec southeast.,
NGC5448,210.70846,49.17269,3.77,1.9,109,1.95,G,12.12,11.88,9.72,9.08,8.79,23.39,Sa,,,IRAS 14009+4924,MCG +08-26-003,PGC 050031
NGC5450,210.62413,54.27103,,,,,HII,,,,,,,,5457S,,,HII region in MESSIER 101;  NGC 5447 is 18 arcsec northwest.,
NGC5451,210.65438,54.36253,0.52,1.7,58,0.31,HII,16.7,,,,,,,,,,HII region in MESSIER 101.,
NGC5452,208.60375,78.22056,1.25,1.6,110,0.8,G,14.13,,,,,23.19,SABc,,,PGC 049426,UGC 08867,
NGC5453,210.73496,54.30797,,,,,HII,,,,,,,,,,,HII region in MESSIER 101.,
NGC5454,211.19046,14.38206,1.34,1.7,113,0.79,G,14.22,,10.82,10.03,9.77,23.61,S0,,,MCG +03-36-042,PGC 050192,SDSS J140445.70+142255.3
NGC5455,210.75488,54.24147,0.63,1.3,178,0.49,HII,15.22,,,,,,,,,SDSS J140301.17+541429.3,SDSS J140301.17+541429.4,SDSS J140301.19+541426.8
NGC5456,211.24538,11.87164,1.36,1.2,174,1.1,G,13.99,,,,,23.39,S0,,,PGC 050213,SDSS J140458.88+115217.8,SDSS J140458.89+115217.8
NGC5457,210.80225,54.34894,23.99,1,28,23.07,G,8.36,7.9,6.52,5.81,5.51,23.97,SABc,,,MCG +09-23-028,PGC 050063,SDSS J140312.52+542056.2
NGC5458,210.80196,54.29833,,,,,HII,,,,,,,,,,,HII region in MESSIER 101.,
NGC5459,211.25079,13.13189,1.27,1.1,7,1.11,G,14.39,,11.02,10.43,10.17,23.62,S0,,,MCG +02-36-037,PGC 050215,SDSS J140500.18+130754.8
NGC5460,211.86588,-48.34253,13.2,,,,OCl,5.85,5.6,,,,,,,,,,
NGC5461,210.92254,54.31803,1.62,1.7,49,0.98,HII,14.38,,,,,,,5457E,,IRAS 14019+5433,,HII region in MESSIER 101.
NGC5462,210.97083,54.36558,0.13,1.2,80,0.11,HII,18.17,,,,,,,,,,HII region in MESSIER 101.,
NGC5463,211.54392,9.35344,1.25,2.8,48,0.45,G,14.01,,10.85,10.1,9.85,23.17,S0,,,MCG +02-36-040,PGC 050299,SDSS J140610.54+092112.4
NGC5464,211.76833,-30.01711,1.38,1.9,82,0.73,G,13.31,12.97,11.69,11.02,11,22.19,SBm,,,ESO 446-011,ESO-LV 446-0110,IRAS 14041-2946
NGC5466,211.364,28.5345,6.6,,,,GCl,10.5,9.7,,,,,,,,,,
NGC5468,211.64538,-5.45311,2.28,1.1,155,2.13,G,12.94,12.05,10.93,10.34,10.4,23.41,SABc,,,IRAS 14039-0512,MCG -01-36-007,PGC 050323
NGC5469,213.12458,8.64794,0.92,1.2,135,0.78,G,14.98,,11.77,11.12,10.86,23.5,S0,,,PGC 050740,SDSS J141229.89+083852.5,SDSS J141229.89+083852.6
NGC5470,211.63296,6.02969,2.6,6.2,62,0.42,G,14.24,,11.02,10.28,9.97,23.78,Sb,,,IRAS 14040+0615,MCG +01-36-019,PGC 050317
NGC5471,211.12092,54.39692,0.82,1.3,,0.61,HII,14.54,,,,,,,,,IRAS 14027+5438,MCG +09-23-030,SDSS J140429.48+542347.2
NGC5472,211.72925,-5.46047,1.46,5,29,0.29,G,14.68,,11.66,10.91,10.65,23.45,Sab,,,IRAS 14042-0513,MCG -01-36-008,PGC 050345
NGC5473,211.18013,54.89264,1.99,1.3,156,1.54,G,12.37,11.47,9.3,8.64,8.36,22.6,E-S0,,,MCG +09-23-031,PGC 050191,SDSS J140443.22+545333.4
NGC5474,211.25671,53.66222,2.39,1.5,100,1.57,G,11.48,11.01,10.23,9.56,9.48,21.75,Sc,,,IRAS 14032+5353,MCG +09-23-032,PGC 050216
NGC5475,211.30171,55.74186,1.94,3.3,166,0.58,G,13.27,,10.3,9.64,9.4,23.07,Sa,,,MCG +09-23-033,PGC 050231,SDSS J140512.41+554430.6
NGC5476,212.03538,-6.09206,1.41,1.1,130,1.31,G,13.34,,11.31,10.7,10.26,22.78,SABd,,,IRAS 14055-0551,MCG -01-36-009,PGC 050429
NGC5477,211.38875,54.46114,1.11,1.4,87,0.78,G,14.37,13.78,,,,23.02,Sm,,,PGC 050262,SDSS J140533.29+542740.1,UGC 09018
NGC5478,212.03546,-1.70231,0.97,1.5,22,0.66,G,14.42,13.64,11.57,10.85,10.52,22.85,Sbc,,,IRAS 14055-0127,MCG +00-36-019,PGC 050430
NGC5479,211.48904,65.69075,0.93,1.2,20,0.76,G,15.02,,11.68,10.99,10.7,23.66,E,,,MCG +11-17-019,PGC 050282,SDSS J140557.36+654126.6
NGC5480,211.58992,50.72511,1.67,1.3,177,1.28,G,12.76,12.18,10.37,9.74,9.46,22.49,Sc,,,IRAS 14045+5057,MCG +09-23-035,PGC 050312
NGC5481,211.67196,50.72333,1.76,1.4,113,1.22,G,13.24,,10.3,9.6,9.38,23.39,E,,,MCG +09-23-036,PGC 050331,SDSS J140641.27+504323.9
NGC5482,212.12792,8.93192,1.17,1.4,88,0.81,G,14,,10.7,10.02,9.73,23.03,S0,,,MCG +02-36-043,PGC 050459,SDSS J140830.69+085554.8
NGC5483,212.60429,-43.32461,3.42,1.1,16,3.08,G,11.93,11.13,9.37,8.73,8.46,23.27,Sc,,,ESO 271-019,ESO-LV 271-0190,IRAS 14072-4305
NGC5484,211.70092,55.02992,0.47,1,5,0.46,G,15.74,,12.75,12.14,11.91,22.96,E,,,PGC 050338,SDSS J140648.22+550147.5,SDSS J140648.22+550147.7
NGC5485,211.79729,55.00169,2.51,1.4,170,1.75,G,12.4,11.5,9.32,8.64,8.4,23.13,S0,,,MCG +09-23-037,PGC 050369,SDSS J140711.33+550006.2
NGC5486,211.854,55.10308,1.36,1.7,69,0.82,G,14.01,,12.79,12.15,11.95,23.14,SABm,,,IRAS 14056+5520,MCG +09-23-038,PGC 050383
NGC5487,212.43292,8.06914,1.05,2,67,0.52,G,14.61,,11.69,11,10.67,22.99,SABb,,,IRAS 14072+0818,MCG +01-36-021,PGC 050537
NGC5488,212.01296,-33.31492,2.63,3.6,26,0.73,G,13.31,,11.19,10.43,10.11,23.22,SABb,,4375,ESO 384-058,ESO-LV 384-0580,MCG -05-33-048
NGC5489,213.003,-46.08872,2.29,1.8,126,1.28,G,13.16,,9.97,9.26,9.04,23.44,Sa,,,ESO 271-021,ESO-LV 271-0210,PGC 050701
NGC5490,212.48871,17.54556,1.66,1.3,2,1.29,G,13.06,12.05,9.91,9.19,8.92,23.03,E,,,MCG +03-36-065,PGC 050558,SDSS J140957.29+173243.9
NGC5490C,212.52879,17.61575,0.75,1.2,34,0.61,G,15.22,,14.43,14.13,13.91,23.28,SBbc,,,MCG +03-36-069,PGC 050584,SDSS J141006.90+173656.7
NGC5491,212.73896,6.36486,1.32,1.8,78,0.75,G,13.82,,10.96,10.26,9.93,22.81,Sbc,,,IRAS 14084+0636,MCG +01-36-022,PGC 050630
NGC5492,212.64667,19.61233,1.58,4.2,151,0.38,G,13.71,,11.17,10.41,10.18,22.57,Sb,,,IRAS 14082+1950,MCG +03-36-074,PGC 050613
NGC5493,212.87242,-5.04361,2.17,1.1,125,1.92,G,12.28,11.42,9.37,8.74,8.47,22.72,S0,,,MCG -01-36-013,PGC 050670,UGCA 386
NGC5494,213.10075,-30.64408,2.33,1.1,50,2.18,G,13.3,12.63,9.96,9.29,8.97,23.82,Sc,,,ESO 446-025,ESO-LV 446-0250,IRAS 14094-3024
NGC5495,213.09729,-27.10803,1.52,1.2,44,1.26,G,13.52,13.5,10.76,9.85,9.56,23.02,Sc,,,ESO 511-010,ESO-LV 511-0100,IRAS 14095-2652
NGC5496,212.90775,-1.15911,2.69,4.6,176,0.58,G,13.45,,11.21,10.51,10.32,23.11,SBc,,,IRAS 14090-0055,MCG +00-36-026,PGC 050676
NGC5497,212.63183,38.89356,0.6,1.2,62,0.49,G,15.11,,12.54,11.72,11.62,22.77,SBb,,,MCG +07-29-048,PGC 050610,SDSS J141031.63+385336.7
NGC5498,212.76888,25.69797,1.23,1.5,118,0.84,G,14.73,,11.18,10.41,10.21,23.72,E-S0,,,MCG +04-33-043,PGC 050639,SDSS J141104.52+254152.7
NGC5499,212.69854,35.9135,1.12,1.5,143,0.74,G,14.27,,10.95,10.23,9.92,23.21,S0-a,,,MCG +06-31-076,PGC 050623,SDSS J141047.64+355448.5
NGC5500,212.56346,48.54611,0.92,1.2,136,0.76,G,14.37,,11.45,10.7,10.58,23.03,E,,,MCG +08-26-008,PGC 050588,SDSS J141015.23+483245.9
NGC5501,213.08408,1.27253,0.89,1.4,65,0.65,G,15,,12.11,11.48,10.98,23.48,S0-a,,,MCG +00-36-027,PGC 050724,SDSS J141220.18+011621.1
NGC5502,212.39146,60.40958,0.63,1.9,81,0.34,G,16.23,,13.09,12.42,12.4,23.88,S0,5503,,MCG +10-20-077,PGC 050508,SDSS J140933.94+602434.2
NGC5504,213.06588,15.84192,1.18,1.1,114,1.03,G,14.04,,11.47,10.99,10.4,23.03,Sbc,,,IRAS 14098+1604,MCG +03-36-081,PGC 050718
NGC5504B,213.053,15.86889,0.56,1.5,112,0.38,G,15.23,,12.7,12.11,11.95,22.54,SBbc,,4383,MCG +03-36-079,PGC 050716,SDSS J141212.71+155207.9
NGC5504C,213.06579,15.87933,0.81,2.5,78,0.32,G,15.65,,,,,23.34,Sd,,,PGC 050713,SDSS J141215.51+155245.8,
NGC5505,213.13213,13.30472,0.89,1.3,127,0.71,G,13.13,,11.68,11,10.77,21.5,SBa,,,IRAS 14101+1332,MCG +02-36-048,PGC 050745
NGC5506,213.31204,-3.20758,2.88,3.8,89,0.76,G,12.8,12.56,9.71,8.84,8.19,23.26,SABa,,,2MASX J14131490-0312272,IRAS 14106-0258,MCG +00-36-028
NGC5507,213.33279,-3.14889,1.6,2,80,0.79,G,13.43,12.44,10.05,9.34,9.11,23.15,S0,,,MCG +00-36-029,PGC 050786,SDSS J141319.86-030855.9
NGC5508,213.121,24.6355,0.98,1.5,135,0.65,G,15.03,,12.11,11.45,11.12,23.64,S0,,,MCG +04-34-002,PGC 050741,SDSS J141229.03+243807.8
NGC5509,213.16492,20.387,1.19,1.6,92,0.74,G,14.97,,11.48,10.78,10.48,23.99,S0,,,MCG +04-34-003,PGC 050751,SDSS J141239.57+202313.1
NGC5510,213.40508,-17.98381,0.95,1.5,32,0.65,G,14.26,,11.81,11.41,11.07,22.77,SBm,,,ESO 579-003,IRAS 14108-1744,MCG -03-36-010
NGC5511,213.27258,8.63189,0.68,2.8,166,0.24,G,15.62,,12.96,12.24,11.95,23.6,E?,,,MCG +02-36-050,PGC 050771,SDSS J141305.42+083754.7
NGC5512,213.17138,30.85506,0.67,1.2,74,0.56,G,15.3,,12.24,11.61,11.38,23.28,E,,,PGC 050749,SDSS J141241.13+305118.1,SDSS J141241.13+305118.2
NGC5513,213.28596,20.41628,2.02,1.9,114,1.09,G,13.78,,10.31,9.6,9.38,24.02,S0,,,MCG +04-34-005,PGC 050776,SDSS J141308.62+202458.5
NGC5514,213.41158,7.65953,1.3,,,,GPair,,,,,,,,,,UGC 09102,,
NGC5514 NED01,213.41017,7.66053,1.15,1.8,97,0.65,G,14.37,,11.05,10.32,9.95,23,Sbc,,,IRAS 14111+0753,MCG +01-36-023 NED01,PGC 050809
NGC5514 NED02,213.41408,7.658,0.85,1.1,111,0.74,G,15.89,,,,,24.16,Sbc,,,PGC 093124,UGC 09102 NED02,
NGC5515,213.15904,39.31028,1.22,1.9,107,0.64,G,13.79,13.7,11.06,10.28,9.93,22.78,Sab,,,IRAS 14105+3932,MCG +07-29-052,PGC 050750
NGC5516,213.97788,-48.11486,2.39,1.5,162,1.56,G,13.01,11.99,9.29,8.54,8.31,23.62,E-S0,,,ESO 221-034,ESO-LV 221-0340,PGC 050960
NGC5517,213.2135,35.71089,1.01,1.4,123,0.71,G,14.73,,11.64,10.95,10.71,23.37,S0-a,,,MCG +06-31-079,PGC 050758,SDSS J141251.23+354239.2
NGC5518,213.44867,20.84831,1.28,1.2,121,1.09,G,14.51,,11.07,10.42,10.11,23.75,E,,,MCG +04-34-006,PGC 050817,SDSS J141347.67+205053.8
NGC5519,213.58696,7.51592,1.77,1.6,76,1.08,G,14.51,,11.92,11.23,10.88,24.23,SBa,5570,,MCG +01-36-025,PGC 050865,SDSS J141420.86+073057.2
NGC5520,213.09496,50.34842,1.61,2,66,0.8,G,13.31,12.75,10.88,10.25,9.97,22.58,Sb,,,IRAS 14105+5034,MCG +08-26-013,PGC 050728
NGC5521,213.84883,4.40853,0.61,1.2,40,0.49,G,14.62,,12.86,12.3,11.96,22.24,Sbc,,,MCG +01-36-030,PGC 050931,SDSS J141523.71+042430.6
NGC5522,213.70988,15.14689,1.87,4.5,50,0.42,G,14,,10.99,10.26,9.91,23.16,SBb,,,IRAS 14124+1522,MCG +03-36-089,PGC 050889
NGC5523,213.718,25.31761,2.04,2.3,92,0.89,G,13.13,,10.68,10.26,9.74,22.67,SABc,,,IRAS 14125+2533,MCG +04-34-008,PGC 050895
NGC5525,213.91346,14.28261,1.21,1.8,21,0.66,G,13.8,12.84,10.51,9.77,9.44,22.92,S0,,,MCG +03-36-096,PGC 050946,SDSS J141539.22+141657.4
NGC5526,213.474,57.77133,1.1,3.7,135,0.3,G,14.24,,11.41,10.68,10.32,22.52,Sbc,,,,Delta V > 1000 km/sec; probably an optical pair.,
NGC5527,213.61346,36.4045,0.94,1.4,153,0.69,G,14.94,,11.77,11.1,10.87,23.19,Sb,,,MCG +06-31-081,PGC 050868,SDSS J141427.22+362416.1
NGC5528,214.083,8.29347,0.99,1.8,17,0.55,G,14.66,,11.39,10.71,10.47,22.95,Sbc,,,MCG +02-36-060,PGC 050981,SDSS J141619.92+081736.4
NGC5529,213.89196,36.22658,5.79,8.5,114,0.68,G,12.76,11.91,9.67,8.85,8.52,23.68,SABc,,,IRAS 14134+3627,MCG +06-31-085,PGC 050942
NGC5530,214.61313,-43.38858,4.86,2.2,127,2.18,G,11.82,11.19,,,,23.36,SABb,,,ESO-LV 272-0030,IRAS 14152-4309,MCG -07-29-013
NGC5531,214.18042,10.88478,1.07,1.8,170,0.6,GPair,14.7,,11.34,10.64,10.36,23.29,S0,,,MCG +02-36-061,PGC 050999,SDSS J141643.21+105307.3
NGC5532,214.22063,10.80739,2.34,1.2,144,1.94,G,12.95,11.94,9.75,9.05,8.76,23.55,S0,,,MCG +02-36-062 NED01,PGC 051006,SDSS J141652.94+104826.7
NGC5533,214.03225,35.34383,2.86,1.8,28,1.58,G,12.68,11.81,9.75,9.08,8.8,23.31,SABa,,,IRAS 14140+3534,MCG +06-31-089,PGC 050973
NGC5534,214.41775,-7.41742,1.36,1.1,65,1.23,G,13.15,12.49,10.53,9.94,9.63,22.5,Sab,,,IRAS 14150-0711,MCG -01-36-014,PGC 051055
NGC5535,214.38029,8.20839,0.66,1.6,15,0.42,G,15.74,,12.8,12.09,11.91,23.75,E,,,PGC 097424,SDSS J141731.27+081230.1,SDSS J141731.27+081230.2
NGC5536,214.09942,39.50219,0.83,1.3,11,0.64,G,14.41,,11.52,10.86,10.59,22.73,Sa,,,IRAS 14143+3944,MCG +07-29-057,PGC 050986
NGC5537,214.40454,7.055,0.94,2.4,32,0.4,G,15.05,,12.3,11.59,11.46,23.1,Sb,,,IRAS 14151+0717,MCG +01-36-032,PGC 051047
NGC5538,214.42704,7.47667,0.89,2.9,62,0.31,G,15.5,,12.52,11.78,11.52,23.22,Sbc,,,PGC 051056,SDSS J141742.49+072835.9,SDSS J141742.49+072836.0
NGC5539,214.40738,8.17961,1.15,1.5,35,0.75,G,15.05,,11.31,10.66,10.3,23.97,S0,,,MCG +01-36-033,PGC 051054,SDSS J141737.76+081046.5
NGC5540,213.72679,60.01111,1.1,1.3,17,0.88,G,14.7,,11.5,10.78,10.51,23.77,E,,,MCG +10-20-090,PGC 050883,SDSS J141454.42+600039.9
NGC5541,214.1325,39.58906,0.92,1.6,31,0.59,G,13.58,,11.13,10.39,10.02,21.97,Sc,,,IRAS 14144+3949,MCG +07-29-059,PGC 050991
NGC5542,214.47167,7.55878,0.6,1.7,164,0.35,G,14.84,,11.71,11.01,10.78,22.57,E,,,MCG +01-36-034,PGC 051066,SDSS J141753.19+073331.5
NGC5543,214.51696,7.65486,0.79,1.9,140,0.42,G,15.18,,11.98,11.29,10.93,23.11,Sab,,,PGC 051079,SDSS J141804.07+073917.4,SDSS J141804.07+073917.5
NGC5544,214.2605,36.57158,1.03,1.1,57,0.96,G,13.89,,,,,22.66,S0-a,,,PGC 051018,SDSS J141702.51+363417.7,SDSS J141702.52+363417.6
NGC5545,214.2715,36.57511,0.97,2.9,59,0.33,G,13.2,,11.12,10.45,10.16,21.05,Sbc,,,MCG +06-31-091,PGC 051023,SDSS J141705.15+363430.3
NGC5546,214.53846,7.56456,1.57,1.2,22,1.29,G,13.32,12.29,10.29,9.57,9.34,23.18,E,,,MCG +01-36-035,PGC 051084,SDSS J141809.22+073352.3
NGC5547,212.43833,78.60106,0.74,2.5,61,0.3,G,14.83,,12.45,11.86,11.32,22.91,,,,PGC 050543,UGC 09095 NED01,
NGC5548,214.49804,25.13678,1.33,1.3,118,1.05,G,13.29,13.37,10.64,9.88,9.39,22.56,S0-a,,,IRAS 14156+2522,MCG +04-34-013,PGC 051074
NGC5549,214.66171,7.37733,1.53,2,119,0.75,G,13.95,,10.35,9.68,9.4,23.59,S0,,,MCG +01-36-036,PGC 051118,SDSS J141838.81+072238.4
NGC5550,214.61654,12.88308,1.1,1.4,98,0.81,G,14.09,,11.26,10.53,10.26,22.82,SBb,,,MCG +02-36-065,PGC 051108,SDSS J141827.97+125259.0
NGC5551,214.7285,5.45147,0.81,1.4,116,0.59,G,14.88,,11.73,10.99,10.74,23.26,E,,,MCG +01-36-037,PGC 051139,SDSS J141854.83+052705.3
NGC5552,214.76604,7.03169,0.91,2.3,172,0.39,G,15.12,,12.06,11.33,11.01,23.07,Sbc,5558,,PGC 051140,SDSS J141903.85+070154.1,
NGC5553,214.62388,26.28783,1.15,4.6,87,0.25,G,14.59,,11.34,10.62,10.37,23.03,Sa,,,MCG +05-34-017,PGC 051105,SDSS J141829.72+261716.2
NGC5554,214.8125,7.02114,0.65,1.4,38,0.45,G,15.12,,12.26,11.64,11.3,22.76,SBb,5564,,IRAS 14167+0715,PGC 051160,SDSS J141915.00+070116.1
NGC5555,214.70033,-19.13892,0.61,1.6,113,0.37,G,15.14,,12.43,11.81,11.38,22.57,Sb,,,ESO 579-015,IRAS 14160-1854,MCG -03-36-011
NGC5556,215.14204,-29.24178,3.45,1.3,145,2.75,G,12.82,11.82,,,,24.05,Scd,,,ESO-LV 446-0500,IRAS 14176-2901,MCG -05-34-009
NGC5557,214.60717,36.49356,2.28,2,97,1.12,G,11.93,11.02,9.03,8.34,8.08,22.54,E,,,MCG +06-31-093,PGC 051104,SDSS J141825.72+362936.8
NGC5559,214.80325,24.79872,1.31,3.4,65,0.38,G,14.81,,11.35,10.62,10.27,23.14,Sb,,,IRAS 14169+2501,MCG +04-34-017,PGC 051155
NGC5560,215.01871,3.99247,3.45,4.1,109,0.85,G,13.18,12.35,10.45,9.69,9.47,23.66,Sb,,,2MASX J14200543+0359285,IRAS 14175+0413,MCG +01-37-001
NGC5561,214.34513,58.7505,0.65,1.3,161,0.52,G,15.45,,12.89,12.17,11.96,23.09,Sb,,,IRAS 14158+5858,PGC 2800986,SDSS J141722.82+584501.7
NGC5562,215.04604,10.26283,0.8,1.1,10,0.74,G,14.37,,11.07,10.37,10.06,22.59,S0-a,,,MCG +02-37-002,PGC 051227,SDSS J142011.06+101546.5
NGC5563,215.05454,7.05542,0.95,2.1,77,0.45,G,15.13,,11.81,10.97,10.92,23.96,E,,,PGC 051226,SDSS J142013.08+070319.5,SDSS J142013.09+070319.5
NGC5566,215.08288,3.93375,5.36,2.6,35,2.08,G,11.42,10.51,8.35,7.64,7.39,23.3,SBab,,,IRAS 14178+0409,MCG +01-37-002,PGC 051233
NGC5567,214.8235,35.13794,1.06,1.2,53,0.92,G,14.48,,11.14,10.44,10.2,23.4,E-S0,,,MCG +06-31-096,PGC 051161,SDSS J141917.63+350816.6
NGC5568,214.83883,35.09217,0.74,1.3,117,0.57,G,15.43,,12.7,11.83,11.58,23.23,Sc,,,MCG +06-31-098,PGC 051168,SDSS J141921.31+350531.7
NGC5569,215.13371,3.98322,1.11,1.3,56,0.87,G,14.89,,13.07,13.01,12.32,23.84,SABc,,,MCG +01-37-003,PGC 051241,SDSS J142032.09+035859.5
NGC5572,214.89708,36.14067,0.89,1.2,178,0.72,G,15.04,,12.41,11.83,11.4,23.33,Sb,,,MCG +06-31-099,PGC 051196,SDSS J141935.30+360826.4
NGC5573,215.17296,6.90731,1.24,3.4,106,0.37,G,15.01,,11.68,11.01,10.77,23.38,Sbc,,,MCG +01-37-005,PGC 051257,SDSS J142041.50+065426.6
NGC5574,215.23321,3.238,1.32,1.6,61,0.83,G,13.29,12.45,10.45,9.78,9.54,22.61,E-S0,,,MCG +01-37-006,PGC 051270,SDSS J142055.96+031416.8
NGC5575,215.24754,6.20267,0.91,1.2,95,0.75,G,14.35,,11,10.31,10,23.01,S0,5578,,MCG +01-37-008,PGC 051272,SDSS J142059.40+061209.5
NGC5576,215.26533,3.271,2.83,1.5,91,1.87,G,11.79,10.9,8.74,7.97,7.83,22.9,E,,,MCG +01-37-007,PGC 051275,UGC 09183
NGC5577,215.30463,3.43578,2.86,3.9,61,0.73,G,13.47,,10.55,9.98,9.75,23.57,Sbc,,,IRAS 14187+0339,MCG +01-37-009,PGC 051286
NGC5579,215.11033,35.18881,1.49,1.3,177,1.12,G,14.54,,12.86,12.43,12.16,23.87,Sc,,,MCG +06-32-002,PGC 051236,SDSS J142026.48+351119.6
NGC5580,215.41004,35.20486,1.54,1.1,137,1.38,G,13.55,,10.48,9.88,9.65,23.26,S0,5590,,MCG +06-32-006,PGC 051312,SDSS J142138.40+351217.5
NGC5581,215.31796,23.48003,0.6,1.3,0,0.48,G,14.67,,11.68,10.98,10.8,,E,,,MCG +04-34-021,PGC 051282,SDSS J142116.30+232848.0
NGC5582,215.17967,39.69358,2.2,1.6,24,1.4,G,12.49,11.62,9.79,9.17,8.94,23.05,E,,,MCG +07-29-063,PGC 051251,UGC 09188
NGC5583,215.41875,13.23239,0.84,1.3,81,0.64,G,14.2,,11.41,10.78,10.47,22.68,E,,,MCG +02-37-004,PGC 051313,SDSS J142140.49+131356.6
NGC5584,215.59904,-0.38767,3.13,1.3,154,2.34,G,12.77,,10.84,10.05,9.95,23.71,SABc,,,IRAS 14198-0009,MCG +00-37-001,PGC 051344
NGC5585,214.95083,56.72906,4.27,1.6,33,2.62,G,11.39,11.02,10.23,9.58,9.5,22.86,SABc,,,IRAS 14182+5657,MCG +10-20-094,PGC 051210
NGC5587,215.54463,13.91806,2.13,3.2,162,0.67,G,13.79,,10.66,9.95,9.68,23.84,S0-a,,,MCG +02-37-005,PGC 051332,SDSS J142210.71+135505.0
NGC5588,215.35463,35.27064,0.95,1.2,58,0.8,G,14.2,,11.54,10.76,10.54,22.75,Sa,5589,,MCG +06-32-005,PGC 051300,SDSS J142125.11+351614.2
NGC5591,215.64167,13.71667,1.4,,,,GPair,,,,,,,,,,UGC 09207,,
NGC5591 NED01,215.63871,13.71719,0.85,1.8,79,0.48,G,14.56,13.88,12.39,11.82,11.49,22.47,Sc,,,IRAS 14201+1356,MCG +02-37-006 NED01,PGC 051360
NGC5591 NED02,215.64483,13.71736,1.02,4.1,64,0.25,G,15.85,,,,,23.62,Sc,,,PGC 093125,SDSS J142234.75+134302.4,UGC 09207 NED02
NGC5592,215.97938,-28.68806,1.63,2.2,88,0.75,G,13.5,12.73,10.44,9.74,9.39,22.7,Sbc,,,ESO 446-058,ESO-LV 446-0580,IRAS 14210-2827
NGC5593,216.41325,-54.79869,4.5,,,,OCl,,,,,,,,,,,,
NGC5594,215.79296,26.26581,1.47,2.1,152,0.7,G,14.8,,11.3,10.7,10.3,24.45,E,,4412,MCG +04-34-024,PGC 051391,SDSS J142310.31+261556.8
NGC5595,216.05517,-16.723,2.12,2.1,54,1.01,G,12.55,12.02,10.01,9.31,9.18,22.35,SABc,,,IRAS 14214-1629,MCG -03-37-001,PGC 051445
NGC5596,215.61975,37.12219,1.04,1.4,95,0.72,G,14.44,13.5,11.33,10.65,10.41,23.26,S0,,,MCG +06-32-010,PGC 051355,SDSS J142228.73+370719.8
NGC5597,216.11433,-16.76275,2,1.3,65,1.55,G,12.6,12.89,10.71,10.2,9.92,22.63,Sc,,,IRAS 14216-1632,MCG -03-37-002,PGC 051456
NGC5598,215.61783,40.31981,1.55,1.6,51,0.99,G,14.1,,10.97,10.32,10.02,23.73,S0,,,MCG +07-30-004,PGC 051354,SDSS J142228.27+401911.3
NGC5599,215.96088,6.57611,1.34,2.6,158,0.51,G,14.56,,11.43,10.7,10.46,23.3,Sb,,,IRAS 14213+0647,MCG +01-37-010,PGC 051423
NGC5600,215.95633,14.63878,1.6,1,135,1.57,G,12.91,12.39,10.37,9.75,9.41,22.65,SABc,,,IRAS 14214+1451,MCG +03-37-013,PGC 051422
NGC5601,215.722,40.30958,0.83,2.5,4,0.33,G,15.47,,12.46,11.81,11.62,23.36,Sa,,,MCG +07-30-006,PGC 051370,SDSS J142253.28+401834.4
NGC5602,215.57846,50.50139,1.31,1.9,167,0.68,G,13.37,12.53,10.48,9.87,9.6,22.41,Sa,,,MCG +09-24-002,PGC 051340,SDSS J142218.83+503004.9
NGC5603,215.75638,40.37742,1.11,1.1,90,1.04,G,13.98,13.01,10.94,10.24,9.98,22.97,S0,,,MCG +07-30-008,PGC 051382,SDSS J142301.52+402238.7
NGC5604,216.17833,-3.21217,1.8,2,6,0.92,G,13.57,12.87,10.69,9.96,9.71,23.21,SABa,,,IRAS 14221-0259,MCG +00-37-003,PGC 051471
NGC5605,216.28154,-13.163,1.5,1.2,66,1.23,G,13.13,12.5,10.3,9.58,9.42,22.59,SABc,,,IRAS 14223-1256,MCG -02-37-003,PGC 051492
NGC5606,216.947,-59.63225,3.6,,,,OCl,7.95,7.7,,,,,,,,MWSC 2218,,
NGC5607,214.86125,71.58822,0.87,1.2,71,0.73,G,13.97,13.5,11.57,10.98,10.58,22.3,Sab,5620,1005,IRAS 14188+7148,MCG +12-14-001,PGC 051182
NGC5608,215.82454,41.77589,1.66,2.2,98,0.74,G,14.03,13.36,,,,23.15,IB,,,PGC 051396,UGC 09219,
NGC5609,215.95125,34.84278,0.48,1.2,116,0.39,G,16.18,,13.61,12.7,12.46,23.44,E,,,PGC 3088538,SDSS J142348.27+345034.3,SDSS J142348.27+345034.4
NGC5610,216.09558,24.61414,1.73,2.9,105,0.6,G,14.29,,11.09,10.33,10,23.6,SBab,,,IRAS 14221+2450,MCG +04-34-025,PGC 051450
NGC5611,216.01992,33.04739,1.36,2.3,65,0.59,G,13.46,,10.65,10.02,9.75,22.8,S0,,,MCG +06-32-020,PGC 051431,SDSS J142404.77+330250.6
